"ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP","MP_NOHSDP","EP_UNINSUR","MP_UNINSUR","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG","MP_LIMENG","EP_MINRTY","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE"
23,"Maine","ME",23005,"Cumberland County",23005000100,"Census Tract 1; Cumberland County; Maine",0.260782171146,2334,389,1439,215,1306,222,289,181,85,92,505,208,35,33,66,50,497,181,91,54,303,115,47,45,13,48,269,530,388,120,9,18,14,25,133,58,0,11,12.4,7.5,5.6,5.7,38.7,14.5,1.8,1.8,2.8,2.1,21.3,6.3,3.9,2.1,13,4.3,3.6,3.4,0.6,2.1,11.5,22.6,27,7.3,0.6,1.2,1.1,1.7,10.2,4.3,0,0.5,0.2657,0.7419,0.9198,0.0852,0.1278,2.1404,0.3659,0.5088,0.01,0.2982,0.4912,0.7644,2.0726,0.3358,0.792,0.792,0.792,0.9649,0.1905,0.5414,0.7769,0,2.4737,0.5514,7.4787,0.4561,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1831,50,39,143,97,19,34,78,80,0,11,0,11,29,42,0,11,3.8,2.9,6.1,4.1,0.8,1.4,3.3,3.3,0,1.2,0,1.2,1.2,1.7,0,1.2
23,"Maine","ME",23005,"Cumberland County",23005000200,"Census Tract 2; Cumberland County; Maine",0.17875943447,2555,392,1369,163,1264,151,484,193,9,12,438,116,209,143,152,129,551,177,266,89,426,166,75,41,32,50,294,566,159,68,28,30,0,15,141,85,11,2,18.9,7,0.6,0.8,34.7,8.2,9.7,6.2,5.9,4.5,21.6,6.5,10.4,3,16.7,6.5,5.9,3.2,1.3,2,11.5,22.1,11.6,4.8,2,2.2,0,1.1,11.2,6.2,0.4,0,0.5013,0.0401,0.8571,0.8346,0.386,2.6191,0.5138,0.5288,0.0802,0.5388,0.7519,0.8897,2.7894,0.7193,0.792,0.792,0.792,0.8421,0.2782,0,0.8145,0.3985,2.3333,0.4962,8.5338,0.6491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,178,78,152,138,57,49,25,29,0,11,0,11,60,52,0,11,14.1,6.2,5.9,5.3,2.2,2,1,1.1,0,1.1,0,1.1,2.3,2.1,0,1.1
23,"Maine","ME",23005,"Cumberland County",23005000300,"Census Tract 3; Cumberland County; Maine",0.649311980522,3096,410,2292,224,2040,258,971,270,65,79,1085,272,118,81,346,168,251,102,174,124,530,190,40,38,26,56,628,554,1685,265,12,19,47,71,699,174,170,7,32.5,7.9,3.1,3.8,53.2,11.5,4.7,3.1,11.2,5.2,8.1,3.3,5.6,3.6,17.1,5.6,2,1.8,0.9,1.9,20.3,17.7,73.5,9.1,0.5,0.8,2.3,3.1,34.3,7.4,5.5,0.8,0.9073,0.411,0.9975,0.381,0.8396,3.5364,0.8496,0.01,0.0175,0.5739,0.2231,0.8371,1.6616,0.1654,0.9449,0.9449,0.9449,1,0.1704,0.7945,0.9825,0.8872,3.8346,0.99,9.9775,0.8747,1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,2,5,23690,394,152,230,198,237,122,26,35,0,11,0,11,135,101,0,11,19.3,6.5,7.4,6,7.7,3.6,0.8,1.1,0,0.9,0,0.9,4.4,3.4,0,0.9
23,"Maine","ME",23005,"Cumberland County",23005000500,"Census Tract 5; Cumberland County; Maine",0.324260428762,2160,391,1378,176,1160,219,486,180,11,17,413,183,196,100,237,169,339,106,208,107,301,191,50,60,168,118,647,492,575,172,0,11,82,74,155,80,91,12,22.9,7.4,0.8,1.3,35.6,14.3,10.8,5.5,11.2,7.6,15.7,4.6,9.6,4.3,14.2,7.6,4.3,5.1,8.2,5.6,30,22.1,41.7,11.3,0,2,7,5.3,13.4,7.4,4.2,0.9,0.6541,0.0551,0.8697,0.8872,0.8396,3.3057,0.7845,0.1629,0.0576,0.381,0.5915,0.9975,2.1905,0.4185,0.9799,0.9799,0.9799,0.9875,0,0.985,0.8897,0.8371,3.6993,0.9674,10.1754,0.8997,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2,4,3381,160,76,430,215,52,47,94,101,0,11,0,11,12,69,59,67,13.8,6.4,19.9,8.4,2.4,2.1,4.4,4.7,0,1.3,0,1.3,0.6,3.2,2.7,3
23,"Maine","ME",23005,"Cumberland County",23005000600,"Census Tract 6; Cumberland County; Maine",0.252522677162,3326,402,1960,290,1867,312,1377,272,64,56,583,133,252,131,284,192,484,192,274,71,1032,234,114,114,231,136,1159,572,903,167,0,11,10,20,646,214,283,25,42.9,6.4,3.4,2.9,31.2,4.9,9.4,4.8,8.6,5.9,14.6,5.1,8.2,2,31.1,6.6,6.1,6,7,4,34.8,16.7,46.1,5.1,0,1.4,0.5,1,34.6,9.9,8.5,1.3,0.9749,0.4762,0.7945,0.817,0.6742,3.7368,0.8997,0.1228,0.0401,0.9774,0.7794,0.9875,2.9072,0.7845,0.9875,0.9875,0.9875,0.9925,0,0.3784,0.985,0.9373,3.2932,0.8647,10.9247,0.9574,1,0,0,0,0,1,0,0,1,0,1,2,1,1,1,0,0,1,1,3,7,5358,315,202,694,265,89,59,100,73,10,19,14,23,252,177,0,11,16.9,9.6,20.9,7.2,2.7,1.8,3,2.1,0.3,0.6,0.4,0.7,7.6,5.4,0,0.8
23,"Maine","ME",23005,"Cumberland County",23005001000,"Census Tract 10; Cumberland County; Maine",0.184949035632,3174,376,1865,152,1829,153,837,271,99,79,632,152,181,130,235,125,137,82,153,114,450,151,0,15,139,92,690,498,782,164,49,61,24,26,398,108,56,11,26.4,8,3.8,3,34.6,7.8,7.2,4.9,7.6,4,4.3,2.6,4.8,3.5,14.5,4.7,0,0.8,4.5,2.9,21.7,15.5,41.9,8.1,2.6,3.3,1.4,1.4,21.8,5.8,1.8,0.3,0.7719,0.5338,0.8496,0.6391,0.584,3.3784,0.8045,0.005,0.0125,0.4135,0,0.9825,1.4135,0.0902,0.9524,0.9524,0.9524,0.99,0.3083,0.619,0.9624,0.6692,3.5489,0.9373,9.2932,0.782,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,2,4,1557,135,62,231,147,249,207,51,54,4,6,0,11,155,96,0,11,7.4,3.4,7.3,4.5,7.8,6.3,1.6,1.7,0.1,0.2,0,0.9,4.9,3,0,0.9
23,"Maine","ME",23005,"Cumberland County",23005001100,"Census Tract 11; Cumberland County; Maine",0.133839941688,2552,347,1844,263,1634,279,748,272,41,38,528,234,34,30,121,78,483,140,149,35,597,247,118,14,94,122,351,469,637,165,0,11,11,21,706,263,39,3,29.3,9.9,2.6,2.3,32.3,13.2,1.6,1.4,4.7,3,18.9,5.1,5.8,1.4,23.4,8.2,7.2,1.5,3.7,4.8,13.8,18.3,34.6,7.5,0,1.5,0.7,1.1,43.2,10,1.5,0.2,0.8521,0.3308,0.8246,0.0752,0.2607,2.3434,0.4286,0.3584,0.0201,0.8722,0.8546,0.9749,3.0802,0.8571,0.8697,0.8697,0.8697,0.9825,0,0.4311,0.995,0.6541,3.0627,0.787,9.356,0.797,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,3,2477,244,202,119,82,35,44,112,100,7,12,0,11,78,80,0,11,14.9,11,4.7,3.2,1.4,1.7,4.4,3.7,0.3,0.5,0,1.1,3.1,3.1,0,1.1
23,"Maine","ME",23005,"Cumberland County",23005001200,"Census Tract 12; Cumberland County; Maine",0.065400659474,1481,267,728,62,661,73,327,109,42,38,271,74,37,23,112,47,138,45,299,200,111,66,11,21,29,49,470,303,108,35,0,11,12,17,82,42,9,2,22.1,6.2,4.1,3.7,41,10.2,3.6,2.3,7.6,3,9.3,3.4,20.2,10.6,7.5,4.5,1.7,3.2,2,3.4,31.7,19.6,14.8,4.6,0,3.7,1.8,2.3,12.4,6.1,0.6,0.1,0.6165,0.5689,0.9499,0.2682,0.584,2.9875,0.6692,0.015,0.6792,0.0451,0.1855,0.9323,1.8571,0.2431,0.9825,0.9825,0.9825,0.8972,0,0.7043,0.8596,0.4987,2.9598,0.7619,8.7869,0.7018,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,1063,48,25,319,264,0,11,83,93,0,11,7,12,61,49,0,11,7.3,3.8,21.5,14.7,0,1.8,5.6,6.2,0,1.8,0.5,0.8,4.1,3.3,0,1.8
23,"Maine","ME",23005,"Cumberland County",23005001300,"Census Tract 13; Cumberland County; Maine",0.491151859956,3616,467,1915,141,1769,126,569,148,92,56,539,143,99,52,267,117,471,137,597,317,452,147,20,25,94,90,664,640,651,148,9,13,10,21,390,104,140,20,16.1,3.6,4.3,2.6,30.5,7.8,3.7,1.9,7.5,3.5,13,4.1,16.5,7.1,12.6,4.3,1.1,1.4,2.8,2.7,18.4,17.5,34,7.3,0.5,0.7,0.6,1.1,22,5.5,3.9,0.2,0.391,0.599,0.7794,0.2832,0.5689,2.6215,0.5188,0.0652,0.381,0.2707,0.1203,0.9624,1.7996,0.2206,0.9248,0.9248,0.9248,0.9799,0.1704,0.4035,0.9649,0.817,3.3357,0.8797,8.6816,0.6817,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,2,4,12018,100,72,195,131,129,96,56,51,4,7,0,11,280,140,0,11,5.7,4,5.4,3.6,3.6,2.5,1.5,1.4,0.1,0.2,0,0.8,7.7,3.9,0,0.8
23,"Maine","ME",23005,"Cumberland County",23005001500,"Census Tract 15; Cumberland County; Maine",0.537991437984,3625,498,1857,237,1755,247,671,211,116,69,744,198,70,33,172,106,367,99,560,267,377,127,55,46,23,52,386,709,235,90,0,11,20,24,128,58,30,7,18.5,5.2,4.7,2.8,42.4,9.6,2.8,1.3,4.7,2.9,10.1,3,15.4,5.9,10.4,2.8,3.1,2.6,0.6,1.5,10.6,19.5,12.6,4.6,0,1.5,1.1,1.3,7.3,3.5,0.8,0.2,0.4912,0.6516,0.9699,0.1779,0.2607,2.5513,0.4962,0.0301,0.2932,0.1353,0.3985,0.7644,1.6215,0.1554,0.7669,0.7669,0.7669,0.8571,0,0.5414,0.6491,0.5388,2.5864,0.604,7.5261,0.4687,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7380,107,82,87,64,137,79,106,80,0,11,0,11,56,58,0,11,6.1,4.6,2.4,1.8,3.8,2.3,2.9,2.2,0,0.8,0,0.8,1.5,1.6,0,0.8
23,"Maine","ME",23005,"Cumberland County",23005001700,"Census Tract 17; Cumberland County; Maine",0.75103788836,4923,976,1873,185,1812,190,1196,952,363,275,457,204,97,62,424,306,586,81,1123,531,269,95,212,180,55,98,428,1371,27,25,0,11,10,20,60,57,41,4,24.3,18.7,12,7.7,25.2,10.9,3.1,2,8.6,5,11.9,2.9,22.8,6.9,5.5,2.2,11.7,9.9,1.2,2,8.7,27.8,1.4,1.3,0,1.5,0.6,1.1,3.3,3.2,0.8,0.2,0.6967,0.9699,0.594,0.213,0.6742,3.1478,0.7243,0.0426,0.8521,0.01,0.9674,0.8847,2.7568,0.6992,0.6441,0.6441,0.6441,0.4561,0,0.4035,0.3434,0.5388,1.7418,0.2256,8.2905,0.5865,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2302,79,57,103,149,0,11,233,157,0,11,0,11,92,54,0,11,4.4,3.2,2.1,3.1,0,0.6,4.7,3.3,0,0.6,0,0.6,1.9,1.1,0,0.6
23,"Maine","ME",23005,"Cumberland County",23005001800,"Census Tract 18; Cumberland County; Maine",0.84392630752,3743,479,2028,205,1730,160,240,111,34,36,451,128,72,40,127,59,1004,184,598,132,391,111,57,47,0,44,435,666,327,120,3,6,0,15,195,71,36,6,6.5,2.9,1.6,1.7,26.1,7,2.5,1.5,3.4,1.6,26.8,3.5,16,3.2,10.5,3.4,3.3,2.7,0,1.2,11.6,17.7,16.1,5.7,0.1,0.3,0,0.7,11.3,4,1,0.1,0.0752,0.1579,0.6291,0.1404,0.1579,1.1605,0.1053,0.7644,0.3434,0.1378,0.4311,0,1.6767,0.1704,0.7995,0.7995,0.7995,0.9098,0.1479,0,0.8221,0.5815,2.4613,0.5414,6.098,0.2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2888,204,82,68,58,108,91,86,70,0,11,0,11,17,33,156,197,11.8,4.8,1.8,1.6,2.9,2.4,2.3,1.8,0,0.7,0,0.7,0.5,0.9,4.2,5.1
23,"Maine","ME",23005,"Cumberland County",23005001900,"Census Tract 19; Cumberland County; Maine",0.654730922092,4000,679,2186,248,1978,289,495,229,33,51,584,227,78,52,480,265,816,170,564,169,210,93,43,41,38,68,471,933,389,144,0,11,7,19,285,185,17,1,12.4,5.3,1.3,2.1,29.5,10.6,2.4,1.6,12,5.6,20.4,5.7,14.1,3.1,5.3,2.5,2.2,2,1,1.7,11.8,23.2,17.8,6.3,0,1.2,0.4,0.9,14.4,8.7,0.4,0.1,0.2657,0.1128,0.7444,0.1303,0.8622,2.1154,0.3484,0.4536,0.2206,0.005,0.2632,0.8546,1.797,0.218,0.8145,0.8145,0.8145,0.9273,0,0.3584,0.9098,0.3985,2.594,0.6115,7.3209,0.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,4021,151,75,57,61,58,41,269,183,11,19,0,11,76,79,0,11,7.6,4.1,1.4,1.5,1.5,1,6.7,4.5,0.3,0.5,0,0.7,1.9,2,0,0.7
23,"Maine","ME",23005,"Cumberland County",23005002001,"Census Tract 20.01; Cumberland County; Maine",1.326789715842,3417,425,1480,189,1454,196,552,152,146,162,348,113,219,127,69,46,659,75,714,137,428,105,31,35,155,106,576,587,171,110,0,11,0,15,179,83,142,16,16.8,4.1,8.4,7.7,23.9,7.1,8.6,4.7,2.1,1.4,19.3,3.3,20.9,3.7,13,3.6,2.1,2.4,4.9,3.3,16.9,17,11.6,7.3,0,1.8,0,1,12.3,5.7,4.2,0.7,0.4185,0.9273,0.5539,0.7544,0.0777,2.7318,0.5714,0.3885,0.7218,0.2982,0.2406,0.985,2.6341,0.6391,0.9123,0.9123,0.9123,0.8421,0,0,0.8521,0.8371,2.5313,0.5764,8.8095,0.7093,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3795,187,77,69,51,130,73,189,135,1,3,0,11,161,118,26,42,12.9,5.4,2,1.6,3.8,2.1,5.5,3.8,0,0.1,0,0.8,4.7,3.4,0.8,1.3
23,"Maine","ME",23005,"Cumberland County",23005002002,"Census Tract 20.02; Cumberland County; Maine",3.214693746244,2598,442,1116,143,976,162,504,261,35,36,289,114,75,32,45,44,332,75,390,98,301,135,32,30,18,50,262,620,150,100,0,11,38,59,120,81,366,28,22.5,10.8,2.6,2.6,29.6,10.6,3.9,1.8,2,2,12.8,3.4,15,3.7,13.4,5,3.3,3,0.7,2,10.1,23.8,13.4,8.8,0,2.4,3.9,5.3,12.3,7.7,14.1,2.6,0.6366,0.3308,0.7494,0.3133,0.0702,2.1003,0.3434,0.0602,0.2707,0.3233,0.4311,0.7995,1.8848,0.2607,0.7469,0.7469,0.7469,0.8772,0,0.9198,0.8521,0.9724,3.6215,0.9524,8.3535,0.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,12703,131,83,106,102,28,64,0,11,17,20,0,11,103,73,8,14,13.4,7.7,4.1,3.8,1.1,2.5,0,1.1,0.7,0.8,0,1.1,4,2.8,0.3,0.5
23,"Maine","ME",23005,"Cumberland County",23005002101,"Census Tract 21.01; Cumberland County; Maine",1.964434080026,6217,624,2544,223,2481,245,527,347,115,88,541,224,80,63,262,193,1097,214,1245,272,501,195,111,85,162,142,1227,914,182,107,0,15,15,30,210,152,20,3,8.5,5.5,3.2,2.5,21.8,8.8,1.8,1.4,4.2,3.1,17.6,3.7,20,3.9,8.1,3.2,4.5,3.4,2.8,2.5,19.7,14.6,7.1,4.2,0,1.1,0.6,1.2,8.5,6,0.3,0,0.1278,0.4311,0.4336,0.0852,0.2231,1.3008,0.1303,0.2707,0.6617,0.0602,0.619,0.9624,2.574,0.614,0.9298,0.9298,0.9298,0.7519,0,0.4035,0.7018,0.3409,2.1981,0.4035,7.0027,0.3484,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,4400,241,198,665,336,38,61,129,178,0,15,18,30,377,190,0,15,9.7,7.5,10.7,5.5,0.6,1,2.1,2.8,0,0.4,0.3,0.5,6.1,3.1,0,0.4
23,"Maine","ME",23005,"Cumberland County",23005002102,"Census Tract 21.02; Cumberland County; Maine",3.689847083728,5863,705,2385,333,2256,352,1051,611,176,143,462,177,279,182,223,179,993,380,1320,289,913,318,277,146,226,126,1609,990,295,177,0,15,80,55,66,49,40,21,18,10.2,5.3,4.1,20.5,7.2,6.7,4.3,3.8,3.1,16.9,5.6,22.5,4.3,15.6,5.1,12.3,6.2,4.1,2.2,27.4,16.6,12.3,7.2,0,1.1,3.5,2.3,2.9,2.1,0.7,0.3,0.4787,0.7193,0.3684,0.5789,0.1805,2.3258,0.4211,0.2281,0.8346,0.4712,0.9724,0.9774,3.4837,0.9499,0.9749,0.9749,0.9749,0.8546,0,0.9073,0.2932,0.5163,2.5714,0.5915,9.3558,0.792,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,0,0,1,4,10573,231,251,951,258,69,93,350,171,0,15,0,15,239,133,0,15,10.2,10,16.2,4.7,1.2,1.6,6,2.9,0,0.5,0,0.5,4.1,2.2,0,0.5
23,"Maine","ME",23005,"Cumberland County",23005002200,"Census Tract 22; Cumberland County; Maine",1.790496287332,4828,482,2141,121,2081,135,772,367,57,65,750,226,100,75,166,112,1372,178,822,177,767,237,88,84,17,45,1069,681,389,119,3,9,45,47,342,126,337,19,17.2,8,2.5,2.9,36,10.6,2.7,2.1,3.7,2.4,28.4,4.8,17,2.7,17,5.9,4.2,4,0.4,1,22.1,13.9,18.2,5.5,0.1,0.4,2.2,2.2,16.4,6,7,0.8,0.4361,0.3008,0.8772,0.1629,0.1679,1.9449,0.2857,0.812,0.4135,0.5664,0.584,0.6717,3.0476,0.8496,0.9574,0.9574,0.9574,0.9298,0.1479,0.7769,0.9398,0.9198,3.7142,0.9749,9.6641,0.8371,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,4,6820,306,126,760,414,59,67,105,114,0,11,0,11,145,123,0,11,14.7,5.8,15.7,8.2,1.2,1.4,2.2,2.3,0,0.6,0,0.6,3,2.5,0,0.6
23,"Maine","ME",23005,"Cumberland County",23005002300,"Census Tract 23; Cumberland County; Maine",0.935522057184,3717,474,1692,183,1608,182,609,228,61,49,493,156,242,171,214,99,499,91,557,119,376,116,16,26,114,87,752,647,32,35,0,11,21,22,199,114,185,14,17.2,6,2.6,2,30.7,9.1,8.5,5.8,6,2.6,13.4,2.6,15,2.9,10.6,3.6,1,1.6,3.2,2.4,20.2,17.2,1.9,2.1,0,1.6,1.3,1.3,12.4,7,5,0.7,0.4361,0.3308,0.787,0.7519,0.3885,2.6943,0.5539,0.0877,0.2707,0.1404,0.1078,0.9724,1.579,0.1378,0.9398,0.9398,0.9398,0.5138,0,0.5915,0.8596,0.8747,2.8396,0.7168,8.0527,0.5539,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,4984,110,92,465,142,53,43,208,213,0,11,0,11,26,32,0,11,6.8,5.7,12.5,3.6,1.4,1.2,5.6,5.5,0,0.7,0,0.7,0.7,0.9,0,0.7
23,"Maine","ME",23005,"Cumberland County",23005002400,"Census Tract 24; Cumberland County; Maine",4.723791173936,1337,219,1910,125,718,99,254,100,12,13,190,56,49,32,121,57,499,100,124,81,213,66,14,18,0,44,110,298,7,14,0,11,5,5,144,48,9,2,19,6.8,1.7,1.8,26.5,6.9,4.1,2.7,9.1,4.1,37.3,5.9,9.3,5,15.9,5.1,1.9,2.5,0,3.3,8.2,22.2,0.4,0.7,0,1.4,0.7,0.3,20.1,5.4,0.7,0.1,0.5063,0.1754,0.6491,0.3333,0.7218,2.3859,0.4486,0.9549,0.0551,0.4862,0.2155,0,1.7117,0.193,0.6115,0.6115,0.6115,0.3008,0,0.4311,0.9549,0.5163,2.2031,0.4085,6.9122,0.3283,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,611,68,33,0,11,34,21,11,18,0,11,0,11,65,59,0,11,9.5,4.4,0,2,2.5,1.5,0.8,1.3,0,2,0,2,4.9,4.2,0,2
23,"Maine","ME",23005,"Cumberland County",23005002501,"Census Tract 25.01; Cumberland County; Maine",4.117723003516,3642,405,1681,186,1549,198,121,62,53,51,229,92,41,44,8,13,1083,195,791,159,219,70,33,57,0,44,301,536,69,48,17,23,0,15,92,130,143,30,3.5,1.7,3.2,3,14.8,5.6,1.5,1.5,0.2,0.4,29.7,5.1,21.7,3,6.3,1.9,2.1,3.7,0,1.3,8.3,14.7,4.1,2.8,1,1.4,0,0.9,5.9,8,3.9,0.7,0.015,0.4311,0.1028,0.0677,0.005,0.6216,0.0351,0.8521,0.782,0.0175,0.2406,0,1.8922,0.2682,0.6165,0.6165,0.6165,0.6566,0.2231,0,0.5865,0.817,2.2832,0.4586,5.4135,0.1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5373,124,76,7,12,16,23,61,69,0,11,0,11,193,215,24,36,8,5,0.2,0.3,0.4,0.6,1.7,1.9,0,0.8,0,0.8,5.3,5.7,0.7,1
23,"Maine","ME",23005,"Cumberland County",23005002503,"Census Tract 25.03; Cumberland County; Maine",14.78129344578,4138,421,1546,196,1432,189,63,53,91,75,146,85,58,69,0,11,649,208,1067,177,344,178,39,47,35,71,382,608,12,22,40,54,0,15,39,57,5,10,1.5,1.3,4,3.3,10.2,5.8,2.2,2.6,0,0.7,15.7,4.5,25.8,3.9,8.3,4.3,2.7,3.3,0.9,1.8,9.2,14.7,0.8,1.4,2.6,3.6,0,1,2.7,4,0.1,0.2,0.0025,0.5514,0.0226,0.1178,0,0.6943,0.0426,0.1629,0.9398,0.0652,0.3308,0.8371,2.3358,0.4737,0.6867,0.6867,0.6867,0.381,0.3083,0,0.2732,0.188,1.1505,0.0702,4.8673,0.0827,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3615,98,91,0,11,161,139,35,44,0,11,0,11,186,216,0,11,6.8,6.3,0,0.7,3.9,3.2,0.8,1,0,0.7,0,0.7,4.5,5.3,0,0.7
23,"Maine","ME",23005,"Cumberland County",23005002504,"Census Tract 25.04; Cumberland County; Maine",10.501258952994,4724,404,2013,197,1949,197,156,100,0,11,353,156,0,11,97,69,1076,402,1280,235,335,127,159,124,12,46,459,582,136,78,0,11,70,110,55,48,5,3,3.3,2.1,0,1.2,18.1,7.8,0,0.8,2.1,1.5,22.8,7.8,27.1,4.4,7.1,2.8,8.2,6.3,0.3,1,9.7,12.3,6.7,3.8,0,1.4,3.6,5.5,2.8,2.4,0.1,0.1,0.01,0,0.2381,0,0.0777,0.3258,0.0125,0.5789,0.9674,0.0326,0.8997,0.6065,3.0851,0.8622,0.7318,0.7318,0.7318,0.7343,0,0.9148,0.2882,0.188,2.1253,0.3835,6.268,0.2481,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,5042,116,76,0,11,237,166,64,47,0,11,0,11,158,117,0,11,6,3.7,0,0.6,5,3.5,1.4,1,0,0.6,0,0.6,3.3,2.4,0,0.6
23,"Maine","ME",23005,"Cumberland County",23005002600,"Census Tract 26; Cumberland County; Maine",5.538261759876,4229,389,1823,158,1747,151,376,147,99,88,348,106,96,70,21,31,811,126,627,132,456,106,78,60,9,44,386,549,11,21,0,11,6,14,22,22,15,8,8.9,3.4,3.5,3,19.9,5.8,2.9,2.1,0.5,0.7,19.2,2.9,14.8,2.5,10.8,2.4,4.5,3.4,0.2,1.1,9.1,13,0.6,1.2,0,1.5,0.3,0.8,1.3,1.3,0.4,0.2,0.1454,0.4812,0.3283,0.1955,0.0075,1.1579,0.1003,0.381,0.2556,0.1554,0.619,0.5388,1.9498,0.2907,0.6767,0.6767,0.6767,0.3434,0,0.3409,0.1078,0.3985,1.1906,0.0802,4.975,0.0952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,23,22,61,75,157,135,46,55,0,11,0,11,82,84,40,53,1.3,1.3,1.4,1.7,3.7,3.1,1.1,1.3,0,0.6,0,0.6,1.9,2,0.9,1.3
